id,name,description,cpu_class,socket,clock_speed,turbo_speed,cores,threads,total_cores,primary_cores,secondary_cores,performance_cores,efficient_cores,typical_tdp,tdp_down,tdp_up,cache_per_cpu_package,cache_per_effective_cpu_package,memory_support,other_names,first_seen_on_charts,cpu_mark_per_dollar_price,overall_rank,last_price_change,multi_thread_rating,single_thread_rating,num_samples,margin_for_error,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,relative_gaming_score
2318,AMD A8-7100 APU,,Laptop,FP3,1.8 GHz,3.0 GHz,4 (in 4 physical modules),,,,,,,19 W,,,L1 Instruction Cache: 4 x 16 KB; L1 Data Cache: 4 x 96 KB; L2 Cache: 4 x 2048 KB,,,"AMD A8-7100 Radeon R5, 8 Compute Cores 4C+4G",Q3 2014,NA,3485th fastest in multithreading out of 5149 CPUs; 3786th fastest in single threading out of 5149 CPUs; 833rd fastest in out of 1491 Laptop CPUs,NA,1647,835,155,Low,"9,175 MOps/Sec","2,769 MOps/Sec",8 Million Primes/Sec,"3,162 Thousand Strings/Sec",432.2 MBytes/Sec,"26,368 KBytes/Sec",146 Frames/Sec,963 Million Matrices/Sec,185
2319,Intel Core i7-4860HQ @ 2.40GHz,,Laptop,FCBGA1364,2.4 GHz,3.6 GHz,4,8,,,,,,47 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 6 MB,,Max. Memory Size: 32 GB (DDR3L 1333/1600),Intel(R) Core(TM) i7-4860HQ CPU @ 2.40GHz,Q3 2014,NA,1848th fastest in multithreading out of 5149 CPUs; 1824th fastest in single threading out of 5149 CPUs; 449th fastest in out of 1491 Laptop CPUs,NA,6198,1891,171,Low,"21,786 MOps/Sec","11,006 MOps/Sec",42 Million Primes/Sec,"12,304 Thousand Strings/Sec","1,635 MBytes/Sec","88,652 KBytes/Sec",727 Frames/Sec,"5,169 Million Matrices/Sec",873
2320,AMD Phenom II N830 3+1,,Laptop,S1,2.1 GHz,,4,4,,,,,,35 W,,,L1 Instruction Cache: 4 x 64 KB; L1 Data Cache: 4 x 64 KB; L2 Cache: 4 x 512 KB,,,AMD Phenom(tm) II N830 3+1,Q3 2014,NA,3409th fastest in multithreading out of 5149 CPUs; 3585th fastest in single threading out of 5149 CPUs; 806th fastest in out of 1491 Laptop CPUs,NA,1768,935,2,High,NA,NA,NA,NA,NA,NA,NA,NA,
2321,Intel Core i3-4025U @ 1.90GHz,Intel HD Graphics 4400,Laptop,FCBGA1168,1.9 GHz,,2,4,,,,,,15 W,,,L1 Instruction Cache: 2 x 32 KB; L1 Data Cache: 2 x 32 KB; L2 Cache: 2 x 256 KB; L3 Cache: 3 MB,,"Max. Memory Size: 16 GB (DDR3L 1333/1600, LPDDR3 1333/1600)","Intel(R) Core(TM) i3-4025U CPU @ 1.90GHz, Intel Core i3-4025U CPU @ 1.90GHz",Q3 2014,NA,3258th fastest in multithreading out of 5149 CPUs; 3271st fastest in single threading out of 5149 CPUs; 761st fastest in out of 1491 Laptop CPUs,NA,1976,1087,67,Low,"6,625 MOps/Sec","3,303 MOps/Sec",11 Million Primes/Sec,"3,881 Thousand Strings/Sec",539.9 MBytes/Sec,"28,142 KBytes/Sec",203 Frames/Sec,"1,758 Million Matrices/Sec",302
2322,AMD Opteron 2419 EE,,Server,F (1207),1.8 GHz,,6,6,,,,,,60 W,,,L1 Instruction Cache: 6 x 64 KB; L1 Data Cache: 6 x 64 KB; L2 Cache: 6 x 512 KB; L3 Cache: 6 MB,,,Six-Core AMD Opteron(tm) Processor 2419 EE,Q3 2014,NA,3312th fastest in multithreading out of 5149 CPUs; 4712th fastest in single threading out of 5149 CPUs; 1001st fastest in out of 1105 Server CPUs,NA,1902,396,1,High,NA,NA,NA,NA,NA,NA,NA,NA,
2323,Intel Pentium A1018 @ 2.10GHz,,Laptop,FCPGA988,2.1 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 2 x 32 KB; L1 Data Cache: 2 x 32 KB; L2 Cache: 2 x 256 KB; L3 Cache: 1 MB,,,Intel(R) Pentium(R) CPU A1018 @ 2.10GHz,Q3 2014,NA,3845th fastest in multithreading out of 5149 CPUs; 3268th fastest in single threading out of 5149 CPUs; 951st fastest in out of 1491 Laptop CPUs,NA,1188,1088,6,Medium,"4,194 MOps/Sec","3,185 MOps/Sec",9 Million Primes/Sec,"2,838 Thousand Strings/Sec",260.0 MBytes/Sec,"20,701 KBytes/Sec",146 Frames/Sec,815 Million Matrices/Sec,216
2324,AMD Phenom II X940 Quad-Core,,Laptop,S1,2.4 GHz,,4,4,,,,,,45 W,,,L1 Instruction Cache: 4 x 64 KB; L1 Data Cache: 4 x 64 KB; L2 Cache: 4 x 512 KB,,,AMD Phenom(tm) II X940 Quad-Core Processor,Q3 2014,NA,3383rd fastest in multithreading out of 5149 CPUs; 3879th fastest in single threading out of 5149 CPUs; 797th fastest in out of 1491 Laptop CPUs,NA,1797,785,1,High,NA,NA,NA,NA,NA,NA,NA,NA,
2325,Intel Pentium G3240T @ 2.70GHz,,Desktop,LGA1150,2.7 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 2 x 32 KB; L1 Data Cache: 2 x 32 KB; L2 Cache: 2 x 256 KB; L3 Cache: 3 MB,,,Intel(R) Pentium(R) CPU G3240T @ 2.70GHz,Q3 2014,NA,3461st fastest in multithreading out of 5149 CPUs; 2451st fastest in single threading out of 5149 CPUs; 1031st fastest in out of 1449 Desktop CPUs,NA,1674,1491,36,Low,"5,907 MOps/Sec","4,374 MOps/Sec",14 Million Primes/Sec,"3,884 Thousand Strings/Sec",342.2 MBytes/Sec,"28,106 KBytes/Sec",178 Frames/Sec,"1,042 Million Matrices/Sec",313
2326,Intel Atom Z3735F @ 1.33GHz,,Laptop,UTFCBGA592,1.3 GHz,1.8 GHz,4,4,,,,,,4.4 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 24 KB; L2 Cache: 2 x 1024 KB,,,"Intel(R) Atom(TM) CPU Z3735F @ 1.33GHz, Intel(R) Atom(TM) CPU  Z3735F @ 1.33GHz, Intel Atom CPU  Z3735F @ 1.33GHz",Q3 2014,1.08,4575th fastest in multithreading out of 5149 CPUs; 4733rd fastest in single threading out of 5149 CPUs; 1239th fastest in out of 1491 Laptop CPUs,$500.00 USD (2020-04-01),539,387,1259,Low,"1,082 MOps/Sec","1,014 MOps/Sec",2 Million Primes/Sec,"2,205 Thousand Strings/Sec",320.4 MBytes/Sec,"15,536 KBytes/Sec",103 Frames/Sec,214 Million Matrices/Sec,76
2327,Intel Core i7-4980HQ @ 2.80GHz,,Laptop,FCBGA1364,2.8 GHz,4.0 GHz,4,8,,,,,,47 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 6 MB,,Max. Memory Size: 32 GB (DDR3L 1333/1600),"Intel(R) Core(TM) i7-4980HQ CPU @ 2.80GHz, Intel Core i7-4980HQ CPU @ 2.80GHz",Q3 2014,NA,1784th fastest in multithreading out of 5149 CPUs; 1374th fastest in single threading out of 5149 CPUs; 437th fastest in out of 1491 Laptop CPUs,NA,6528,2177,542,Low,"24,001 MOps/Sec","11,659 MOps/Sec",46 Million Primes/Sec,"11,477 Thousand Strings/Sec","1,834 MBytes/Sec","99,112 KBytes/Sec",845 Frames/Sec,"4,350 Million Matrices/Sec","1,010"
2328,Intel Celeron G550T @ 2.20GHz,,Desktop,LGA1155,2.2 GHz,,2,2,,,,,,35 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 2 MB,,,Intel(R) Celeron(R) CPU G550T @ 2.20GHz,Q3 2014,NA,3960th fastest in multithreading out of 5149 CPUs; 3416th fastest in single threading out of 5149 CPUs; 1196th fastest in out of 1449 Desktop CPUs,NA,1074,1018,8,Medium,"4,798 MOps/Sec","1,816 MOps/Sec",5 Million Primes/Sec,"2,809 Thousand Strings/Sec",199.0 MBytes/Sec,"21,068 KBytes/Sec",133 Frames/Sec,862 Million Matrices/Sec,199
2330,Intel Core i3-4360T @ 3.20GHz,,Desktop,LGA1150,3.2 GHz,,2,4,,,,,,35 W,,,L1 Instruction Cache: 2 x 32 KB; L1 Data Cache: 2 x 32 KB; L2 Cache: 2 x 256 KB; L3 Cache: 4 MB,,"Max. Memory Size: 32 GB (DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V, ECC Supported)",Intel(R) Core(TM) i3-4360T CPU @ 3.20GHz,Q3 2014,NA,2568th fastest in multithreading out of 5149 CPUs; 1856th fastest in single threading out of 5149 CPUs; 745th fastest in out of 1449 Desktop CPUs,NA,3286,1873,13,Medium,"11,066 MOps/Sec","5,608 MOps/Sec",17 Million Primes/Sec,"6,586 Thousand Strings/Sec",923.3 MBytes/Sec,"47,368 KBytes/Sec",280 Frames/Sec,"2,852 Million Matrices/Sec",559
2331,Intel Atom C2550 @ 2.40GHz,,Server,FCBGA1283,2.4 GHz,2.6 GHz,4,4,,,,,,14 W,,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 24 KB; L2 Cache: 2 x 1024 KB,,,"Intel(R) Atom(TM) CPU C2550 @ 2.40GHz, Intel(R) Atom(TM) CPU  C2550  @ 2.40GHz",Q3 2014,NA,3651st fastest in multithreading out of 5149 CPUs; 4327th fastest in single threading out of 5149 CPUs; 1026th fastest in out of 1105 Server CPUs,NA,1422,554,4,High,"7,838 MOps/Sec","1,736 MOps/Sec",7 Million Primes/Sec,"4,434 Thousand Strings/Sec",668.4 MBytes/Sec,"34,200 KBytes/Sec",172 Frames/Sec,508 Million Matrices/Sec,
2332,Intel Core i7-5960X @ 3.00GHz,,Desktop,LGA2011-v3,3.0 GHz,3.5 GHz,8,16,,,,,,140 W,,,L1 Instruction Cache: 8 x 32 KB; L1 Data Cache: 8 x 32 KB; L2 Cache: 8 x 256 KB; L3 Cache: 20 MB,,Max. Memory Size: 64 GB (DDR4 1600/1866/2133),"Intel(R) Core(TM) i7-5960X CPU @ 3.00GHz, Intel Core i7-5960X CPU @ 3.00GHz",Q3 2014,NA,1135th fastest in multithreading out of 5149 CPUs; 1504th fastest in single threading out of 5149 CPUs; 367th fastest in out of 1449 Desktop CPUs,NA,13485,2088,1325,Low,"49,944 MOps/Sec","24,965 MOps/Sec",65 Million Primes/Sec,"29,288 Thousand Strings/Sec","4,049 MBytes/Sec","208,864 KBytes/Sec","1,023 Frames/Sec","13,005 Million Matrices/Sec","2,042"
2333,Intel Xeon E5-2697 v3 @ 2.60GHz,,Server,LGA2011-v3,2.6 GHz,3.6 GHz,14,28,,,,,,145 W,,,L1 Instruction Cache: 14 x 32 KB; L1 Data Cache: 14 x 32 KB; L2 Cache: 14 x 256 KB; L3 Cache: 35 MB,,"Max. Memory Size: 768 GB (DDR4 1600/1866/2133, ECC Supported)","Intel(R) Xeon(R) CPU E5-2697 v3 @ 2.60GHz, Intel Xeon CPU E5-2697 v3 @ 2.60GHz",Q3 2014,NA,872nd fastest in multithreading out of 5149 CPUs; 1704th fastest in single threading out of 5149 CPUs; 416th fastest in out of 1105 Server CPUs,NA,18257,1962,534,Low,"78,144 MOps/Sec","39,071 MOps/Sec",79 Million Primes/Sec,"43,306 Thousand Strings/Sec","5,602 MBytes/Sec","322,690 KBytes/Sec","1,029 Frames/Sec","19,258 Million Matrices/Sec",
2334,Intel Xeon E3-1271 v3 @ 3.60GHz,,Server,FCLGA1150,3.6 GHz,4.0 GHz,4,8,,,,,,80 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 8 MB,,"Max. Memory Size: 32 GB (DDR3 and DDR3L 1333/1600 at 1.5V, ECC Supported)","Intel(R) Xeon(R) CPU E3-1271 v3 @ 3.60GHz, Intel Xeon CPU E3-1271 v3 @ 3.60GHz",Q3 2014,60.88,1614th fastest in multithreading out of 5149 CPUs; 1243rd fastest in single threading out of 5149 CPUs; 692nd fastest in out of 1105 Server CPUs,$123.50 USD (2023-05-12),7519,2279,323,Low,"26,676 MOps/Sec","13,394 MOps/Sec",33 Million Primes/Sec,"15,288 Thousand Strings/Sec","2,138 MBytes/Sec","112,370 KBytes/Sec",519 Frames/Sec,"6,972 Million Matrices/Sec",
2336,Intel Core i7-5930K @ 3.50GHz,,Desktop,LGA2011-v3,3.5 GHz,3.7 GHz,6,12,,,,,,140 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 15 MB,,,"Intel(R) Core(TM) i7-5930K CPU @ 3.50GHz, Intel Core i7-5930K CPU @ 3.50GHz",Q3 2014,46.59,1336th fastest in multithreading out of 5149 CPUs; 1566th fastest in single threading out of 5149 CPUs; 418th fastest in out of 1449 Desktop CPUs,$222.37 USD (2023-05-31),10359,2057,1983,Low,"37,750 MOps/Sec","18,868 MOps/Sec",48 Million Primes/Sec,"21,700 Thousand Strings/Sec","2,945 MBytes/Sec","156,324 KBytes/Sec",814 Frames/Sec,"10,072 Million Matrices/Sec","1,870"
2337,Intel Xeon E5-2670 v3 @ 2.30GHz,,Server,LGA2011-v3,2.3 GHz,3.1 GHz,12,24,,,,,,120 W,,,L1 Instruction Cache: 12 x 32 KB; L1 Data Cache: 12 x 32 KB; L2 Cache: 12 x 256 KB; L3 Cache: 30 MB,,"Max. Memory Size: 768 GB (DDR4 1600/1866/2133, ECC Supported)","Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz, Intel Xeon CPU E5-2670 v3 @ 2.30GHz",Q3 2014,110.65,1132nd fastest in multithreading out of 5149 CPUs; 2144th fastest in single threading out of 5149 CPUs; 516th fastest in out of 1105 Server CPUs,$122.02 USD (2025-06-04),13502,1690,553,Low,"57,064 MOps/Sec","28,657 MOps/Sec",56 Million Primes/Sec,"31,628 Thousand Strings/Sec","3,938 MBytes/Sec","238,505 KBytes/Sec",723 Frames/Sec,"15,230 Million Matrices/Sec",
2338,Intel Core i5-4570TE @ 2.70GHz,,Desktop,LGA1150,2.7 GHz,3.3 GHz,2,4,,,,,,35 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 4 MB,,"Max. Memory Size: 32 GB (DDR3 1333/1600, ECC Supported)",Intel(R) Core(TM) i5-4570TE CPU @ 2.70GHz,Q3 2014,9.02,2657th fastest in multithreading out of 5149 CPUs; 2189th fastest in single threading out of 5149 CPUs; 782nd fastest in out of 1449 Desktop CPUs,$341.99 USD (2022-05-18),3083,1656,20,Medium,"10,705 MOps/Sec","5,324 MOps/Sec",15 Million Primes/Sec,"6,142 Thousand Strings/Sec",818.3 MBytes/Sec,"44,878 KBytes/Sec",265 Frames/Sec,"2,756 Million Matrices/Sec",517
2340,Intel Core i7-5820K @ 3.30GHz,,Desktop,LGA2011-v3,3.3 GHz,3.6 GHz,6,12,,,,,,140 W,,,L1 Instruction Cache: 6 x 32 KB; L1 Data Cache: 6 x 32 KB; L2 Cache: 6 x 256 KB; L3 Cache: 15 MB,,,"Intel(R) Core(TM) i7-5820K CPU @ 3.30GHz, Intel Core i7-5820K CPU @ 3.30GHz",Q3 2014,63.43,1375th fastest in multithreading out of 5149 CPUs; 1665th fastest in single threading out of 5149 CPUs; 430th fastest in out of 1449 Desktop CPUs,$155.00 USD (2025-06-08),9831,1989,5000,Low,"35,741 MOps/Sec","17,912 MOps/Sec",47 Million Primes/Sec,"20,536 Thousand Strings/Sec","2,779 MBytes/Sec","148,333 KBytes/Sec",782 Frames/Sec,"9,589 Million Matrices/Sec","1,801"
2341,Intel Xeon E3-1241 v3 @ 3.50GHz,,Server,LGA1150,3.5 GHz,3.9 GHz,4,8,,,,,,80 W,,,L1 Instruction Cache: 4 x 32 KB; L1 Data Cache: 4 x 32 KB; L2 Cache: 4 x 256 KB; L3 Cache: 8 MB,,"Max. Memory Size: 32 GB (DDR3 and DDR3L 1333/1600 at 1.5V, ECC Supported)",Intel(R) Xeon(R) CPU E3-1241 v3 @ 3.50GHz,Q3 2014,28.09,1675th fastest in multithreading out of 5149 CPUs; 1371st fastest in single threading out of 5149 CPUs; 720th fastest in out of 1105 Server CPUs,$254.74 USD (2025-05-10),7154,2179,482,Low,"25,453 MOps/Sec","12,717 MOps/Sec",32 Million Primes/Sec,"14,577 Thousand Strings/Sec","2,001 MBytes/Sec","108,188 KBytes/Sec",511 Frames/Sec,"6,671 Million Matrices/Sec",
